,diary_index,title_raw,value_raw,title,value,owner
398,20,Student Loan Payment,"$0. (I decided to go to college in my mid-20s, and I haven't started paying loans back yet.)",student loan,0,diarist
399,20,Tuition Payment Plan,$400.17,student loan,400.17,diarist
400,20,ConEd,$65. (Varies slightly by month and season.),utilities,65,diarist
401,20,Internet,$49.99,utilities,49.99,diarist
402,20,Netflix,$10.99,entertainment,10.99,diarist
403,20,Hulu,$11.99,entertainment,11.99,diarist
404,20,Lola Tampon Subscription,$8-16. (Depends on the month and if I have any left over last month.),misc,12,diarist
405,20,Vitamins from Ritual,$32,misc,32,diarist
406,20,Weekly Metrocard,$35,misc,140,diarist
407,21,Occupation,Copywriter,occupation,copywriter,diarist
408,21,Industry,Marketing,industry,marketing,diarist
409,21,Age,24,age,24,diarist
410,21,Location,"Detroit, Michigan",location,"detroit, MI",diarist
411,21,Salary,"$38,000",salary,38000,diarist
412,21,Paycheck Amount (2x/month),"$1,142.58",monthly paycheck,2285.16,diarist
413,21,Rent,"$360. (I live in a three-bedroom duplex with one roommate, and we split the $720 rent equally.)",rent,360,diarist
414,21,Student Loan Payment,$350,student loan,350,diarist
415,21,Utilities,~$100,utilities,100,diarist
416,21,Health Insurance,$0. (Staying on my stepmom's until I'm 26.),health insurance,0,diarist
417,21,Phone Bill,$0. (My dad's work has covered our family's phone bill for as long as I can remember.),utilities,0,diarist
418,21,Wifi,$15,utilities,15,diarist
419,21,401(k),$175,savings,175,diarist
420,21,Car Insurance,"$0. (My dad pays right now. I'm saving up to buy a more reliable, “adult” car this fall, at which point I'll be taking over my insurance for good.)",auto,0,diarist
421,21,Spotify,$9.99,entertainment,9.99,diarist
422,21,Gym,$9.99,gym,9.99,diarist
423,21,Netflix/Hulu,$0. (I'm that mooch friend everyone has.),entertainment,0,diarist
424,21,Savings,"~$500. (My boyfriend and I are aiming to buy a small building in Detroit in two to three years, and then renovate it into a living/work space. He is a ceramist, and many Detroit artists have been buying abandoned buildings and converting them into living/work spaces, community studios, and galleries.)",savings,500,diarist
425,22,Occupation,Travel Registered Nurse,occupation,travel registered nurse,diarist
426,22,Industry,Healthcare,industry,healthcare,diarist
427,22,Age,23,age,23,diarist
428,22,Location,Southern New Hampshire,location,"southern new hampshire, NH",diarist
429,22,Salary,"$60,000-$85,000, depending on my travel assignment",salary,77500,diarist
430,22,Paycheck Amount (Weekly),$1500,monthly paycheck,7000,diarist
431,22,Rent,$0 (I live with family when I travel.),rent,0,diarist
432,22,Student Loan Payment,$1550,student loan,1550,diarist
433,22,Phone Bill,$63,utilities,63,diarist
434,22,Car Insurance,$88,auto,88,diarist
435,22,Health Insurance,$0 (I'm still on my parents' plan.),health insurance,0,diarist
436,22,Netflix,I use my brother's account.,entertainment,0,diarist
437,22,Doctor Bill,"$20 (I go to a holistic primary care physician, so I pay monthly and get acupuncture, hypnosis, and unlimited sick visits.)",misc,20,diarist
438,22,EZ-Pass,~$40 (I drive through New England frequently and pass a lot of tolls.),misc,40,diarist
439,22,Paycheck Allocation,"~40% into my checking account, which I use for my loans; ~25% into my savings account; ~17.5 % in my personal checking, which I use for everyday spending and monthly payments; ~17.5% into a savings account I have with my fiancé for our wedding and our future.",,,diarist
440,23,Occupation,Copywriter,occupation,copywriter,diarist
441,23,Industry,Advertising,industry,advertising,diarist
442,23,Age,22,age,22,diarist
443,23,Location,"Chicago, IL",location,"chicago, IL",diarist
444,23,Salary,"$42,000",salary,42000,diarist
445,23,Paycheck Amount (Biweekly),"$1,210",monthly paycheck,2420,diarist
446,23,Gender Identity,Fluid,,,diarist
447,23,Rent,$675,rent,675,diarist
448,23,Student Loan Payment,$275,student loan,275,diarist
449,23,Health & Dental Insurance,$0 (I'm on my dad's.),health insurance,0,diarist
450,23,Transportation,$105 for a 30-day unlimited pass,misc,105,diarist
451,23,Internet,$18 (Split three ways with my roommates.),utilities,18,diarist
452,23,Utilities,$75,utilities,100,diarist
453,23,Phone,"$0 (Thanks, Mom and Dad.)",utilities,0,diarist
454,24,Occupation,Key Account Specialist,occupation,key account specialist,diarist
455,24,Industry,Apparel Manufacturing & Marketing,industry,apparel manufacturing & marketing,diarist
456,24,Age,32,age,32,diarist
457,24,Location,"Vancouver, BC",location,"vancouver, canada",diarist
458,24,Salary,"$39,500",salary,39500,diarist
459,24,Paycheck Amount (2x/month),"$1,177",monthly paycheck,2354,diarist
460,24,Mortgage,$630 (I live in a two-bedroom condo with my two wolf huskies.),mortgage,630,diarist
461,24,Student Loan Payment,$0 (I went to community college and paid for it out of pocket.),student loan,0,diarist
462,24,Condo Strata Fee,$292,misc,292,diarist
463,24,Phone Bill,$65,utilities,65,diarist
464,24,Internet & Cable,$113,utilities,113,diarist
465,24,Spotify & Netflix,$16.50,entertainment,16.5,diarist
466,24,Lash Treatment,$220 for 2x/month,misc,440,diarist
467,24,Office Breakfast Program,$24,misc,24,diarist
468,24,Electricity,$40,utilities,40,diarist
469,24,Dog Expenses,$120,misc,120,diarist
470,24,Car Expenses,$155,auto,155,diarist
471,24,BCSPCA (Charity),$27,charity,27,diarist
472,25,Occupation,Communication Specialist,occupation,communication specialist,diarist
473,25,Industry,Higher Education,industry,higher education,diarist
474,25,Age,26,age,26,diarist
475,25,Location,"Boston, MA",location,"boston, MA",diarist
476,25,Salary,"$47,000",salary,47000,diarist
477,25,Paycheck Amount (Weekly),$561,monthly paycheck,2244,diarist
478,25,Monthly Housing Costs,"$1,042.50 for my half. (I live with one roommate.)",rent,1042.5,diarist
479,25,Student Loan Payments,"$0 (I'm deferring my undergrad loans right now, but I have around $7,500 left to pay off.)",student loan,0,diarist
480,25,Health Insurance,$140,health insurance,140,diarist
481,25,Dental Insurance,$16,health insurance,16,diarist
482,25,Car & Renter's Insurance,$140,auto,140,diarist
483,25,401(k),$70,savings,70,diarist
484,25,403b,$240,savings,240,diarist
485,25,Work Parking Spot,$17,auto,17,diarist
486,25,FSA,$10,health insurance,10,diarist
487,25,Phone,$65,utilities,65,diarist
488,25,Spotify,$6,entertainment,9.99,diarist
489,25,ClassPass,$15,gym,15,diarist
490,25,Wifi,$27.89,utilities,27.89,diarist
491,25,Electricity,~$15,utilities,15,diarist
492,26,Occupation,Programmer,occupation,programmer,diarist
493,26,Industry,Tech,industry,tech,diarist
494,26,Age,23,age,23,diarist
495,26,Location,"New York, NY",location,"new york, NY",diarist
496,26,Salary,"$70,000",salary,70000,diarist
497,26,Paycheck Amount (2x/month),"$1,955",monthly paycheck,3910,diarist
498,26,Rent,"$1,250 for a studio. (I knew someone who knew someone, and got a great deal.)",rent,1250,diarist
499,26,Student Loan Payment,$0 (My parents helped fund my education.),student loan,0,diarist
500,26,Health Insurance,"$0 (The health insurance through my work is terrible and expensive, so I'm on my parents' plan.)",health insurance,0,diarist
501,26,Electricity,~$100,utilities,100,diarist
502,26,Internet,$15,utilities,15,diarist
503,26,Spotify,$9.99,entertainment,9.99,diarist
504,26,Phone,$0 (I'm on my parents' plan.),utilities,0,diarist
505,26,MetroCard,$121 for 30 days unlimited,misc,121,diarist
506,26,Therapy,$160,misc,160,diarist
507,26,Savings,"~$500-$1,000 (I put in whatever I have leftover every month.)",savings,750,diarist
508,26,Cleaning Service,"$60, every other week",misc,120,diarist
509,27,Occupation,Assistant Language Teacher,occupation,assistant language teacher,diarist
510,27,Industry,Education,industry,education,diarist
511,27,Age,25,age,25,diarist
512,27,Location,"Niigata, Japan",location,"niigata, japan",diarist
513,27,Salary,"$32,780.92",salary,32780.92,diarist
514,27,Paycheck Amount (Monthly),"$2,731",monthly paycheck,2731,diarist
515,27,Rent,$370,rent,370,diarist
516,27,Health Insurance,$123.53,health insurance,123.53,diarist
517,27,Welfare Pension,$233.3o,savings,233.3,diarist
518,27,Car Rental,$318.92 (includes insurance and regular maintenance),auto,318.92,diarist
519,27,Utilities,$54.98,utilities,75,diarist
520,27,Internet,$54.98,utilities,54.98,diarist
521,27,Phone Bill,$41,utilities,41,diarist
522,27,Netflix,$10.99,entertainment,10.99,diarist
523,27,Spotify,$8.92,entertainment,8.92,diarist
524,27,Monthly Lunch Bill,~$40,misc,40,diarist
525,28,Occupation,Human Resources Manager,occupation,human resources manager,diarist
526,28,Industry,Pharmaceuticals,industry,pharmaceuticals,diarist
527,28,Age,30,age,30,diarist
528,28,Location,"San Diego, CA",location,"san diego, CA",diarist
529,28,Salary,"$112,500",salary,112500,diarist
530,28,Paycheck Amount (2x/month),"$2,759 (after employee stock and medical deductions)",monthly paycheck,5518,diarist
531,28,Mortgage,"$2,250, plus the $300 HOA fee. (My sister lives with me and pays $400/month.)",mortgage,2550,diarist
532,28,Student Loan Payment,$455,student loan,455,diarist
533,28,"Car Payment, Insurance & Phone",$350,auto,350,diarist
534,28,Internet & Cable,$0 (My sister pays this.),utilities,0,diarist
535,28,Netflix,$10.99,entertainment,10.99,diarist
536,28,Wine Membership,$32.50 for my portion. (I split with a friend.),misc,32.5,diarist
537,28,ClassPass,$50,gym,50,diarist
538,28,Savings,I put in whatever I have leftover at the end of the month. I'm rebuilding my savings after buying my place.,savings,,diarist
539,28,CSA Box,$35/week,misc,140,diarist
540,29,Occupation,Associate Clinical Research Coordinator,occupation,associate clinical research coordinator,diarist
541,29,Industry,Health Care,industry,health care,diarist
542,29,Age,26,age,26,diarist
543,29,Location,"New Orleans, LA",location,"new orleans, LA",diarist
544,29,Salary,"$37,000",salary,37000,diarist
545,29,Paycheck Amount (Biweekly),$917.72,monthly paycheck,1835.44,diarist
546,29,Rent,$800 for my half (I live with my boyfriend and we split the rent evenly.),rent,800,diarist
547,29,Student Loan Payment,"$197.58, from undergrad and grad school. (I have an income-based repayment plan.)",student loan,197.58,diarist
548,29,Apple Music,$4.99,entertainment,4.99,diarist
549,29,Netflix,$0 (I use my parents' account.),entertainment,0,diarist
550,29,Phone Bill,"$0 (I'm on my parents' family plan, which they still pay for.)",utilities,0,diarist
551,29,Le Tote,$64,misc,64,diarist
552,29,Book of the Month Club,$14.99,misc,14.99,diarist
553,29,Gas & Electric,~$140 split evenly with my boyfriend. (We're signed up for level billing but it fluctuates a little.),utilities,70,diarist
554,29,Cable & Internet,"$117.34, split evenly with my boyfriend",utilities,58.67,diarist
555,29,401(k),"$56.96, deducted from each paycheck pre-tax",savings,56.96,diarist
556,29,403b,"$56.96, deducted from each paycheck pre-tax",savings,56.96,diarist
557,29,Dental Insurance,$7.10,health insurance,7.1,diarist
558,29,Flex Spending Account,"$29.81, deducted from each paycheck pre-tax",health insurance,29.81,diarist
559,29,Health Insurance,"$89.10, deducted from each paycheck pre-tax",health insurance,89.1,diarist
560,29,Vision insurance,"$3, deducted from each paycheck pre-tax",health insurance,3,diarist
561,29,Long-term Disability Insurance,"$10.28, deducted from each paycheck pre-tax",misc,10.28,diarist
562,29,Term life insurance,"$1.09, deducted from each paycheck pre-tax",misc,1.09,diarist
563,29,Other Savings,"I use Digit, which withdraws random small amounts from my personal checking account.",savings,,diarist
564,30,Occupation,Office Manager,occupation,office manager,diarist
565,30,Industry,Architecture,industry,architecture,diarist
566,30,Age,27,age,27,diarist
567,30,Location,"Los Angeles, CA",location,"los angeles, CA",diarist
568,30,Salary,"$55,000",salary,55000,diarist
569,30,Additional Income,"$500/month from my parents, for the time being. I am extremely grateful for this.",income,500,diarist
570,30,Paycheck Amount (2x/month),"$1,767",monthly paycheck,3534,diarist
571,30,Rent,"$1,756 (I live in a small one-bedroom “affordable housing” apartment. $150 parking fee is included.)",rent,1756,diarist
572,30,Internet,$49.99,utilities,49.99,diarist
573,30,Electricity,$20,utilities,20,diarist
574,30,Gas & Water,$0 (Covered by my landlord.),utilities,0,diarist
575,30,Cell Phone,$100,utilities,100,diarist
576,30,Car Insurance,$72,auto,72,diarist
577,30,"Medical, Vision & Dental Insurance",$0 (Covered in full by my employer.),health insurance,0,diarist
578,30,Netflix,$10.99 (I share my account with my entire family and then some.),entertainment,10.99,diarist
579,30,Pandora,$4.99,entertainment,4.99,diarist
580,30,Apple Cloud Storage,$1.99,misc,1.99,diarist
581,30,"HBO, Showtime & Firestick",$0 (I use my parents' logins.),entertainment,0,diarist
582,30,Hulu,$0 (I use an old roommate's account.),entertainment,0,diarist
583,30,Costco,$0 (I'm on my parent's business account.),misc,0,diarist
584,30,Credit Card,"$800-1,000, for the next couple of months until my debt is paid off. (I've paid off $8,000 in the past nine months.)",credit,900,diarist
585,30,Savings,$0 (I've stopped saving so that I can focus on aggressively paying off my debt.),savings,0,diarist
586,30,401(k),"I plan to have 4% taken out of my paychecks once I'm eligible, in addition to the 7.5% of my salary that my employer contributes. I will up my contribution amount significantly once my debt is paid off.",savings,0,diarist
587,30,Therapy,"$35, biweekly",misc,70,diarist
588,30,Headspace,"$95.88 for a year, paid up front",misc,95.88,diarist
589,31,Occupation,Environmental Specialist,occupation,environmental specialist,diarist
590,31,Industry,Government,industry,government,diarist
591,31,Age,24,age,24,diarist
592,31,Location,"Seattle, WA",location,"seattle, WA",diarist
593,31,Salary,"$43,500",salary,43500,diarist
594,31,Paycheck Amount (2x/month),"$1,377.51",monthly paycheck,2755.02,diarist
595,31,Rent,$750 (My share of a one-bedroom apartment that I live in with my partner; rent includes parking),rent,750,diarist
596,31,Student Loan Payment,$0 (I was very lucky that my mom and dad paid for my education.),student loan,0,diarist
