,diary_index,title,value
584,30,Credit Card,"$800-1,000, for the next couple of months until my debt is paid off. (I've paid off $8,000 in the past nine months.)"
585,30,Savings,$0 (I've stopped saving so that I can focus on aggressively paying off my debt.)
586,30,401(k),"I plan to have 4% taken out of my paychecks once I'm eligible, in addition to the 7.5% of my salary that my employer contributes. I will up my contribution amount significantly once my debt is paid off."
587,30,Therapy,"$35, biweekly"
588,30,Headspace,"$95.88 for a year, paid up front"
589,31,Occupation,Environmental Specialist
590,31,Industry,Government
591,31,Age,24
592,31,Location,"Seattle, WA"
593,31,Salary,"$43,500"
594,31,Paycheck Amount (2x/month),"$1,377.51"
595,31,Rent,$750 (My share of a one-bedroom apartment that I live in with my partner; rent includes parking)
596,31,Student Loan Payment,$0 (I was very lucky that my mom and dad paid for my education.)
597,31,Health Insurance,$155.88 (taken out of my paycheck)
598,31,Pet Insurance,$24.62 (taken out of my paycheck)
599,31,401(k),$210 (My employer matches my contribution at the end of the year.)
600,31,Transportation,$110 (covered by work)
601,31,Car Insurance,$57.40
602,31,Spotify & Hulu,$12.99
603,31,Netflix,"$0 (Thanks, mom and dad.)"
604,31,Climbing Gym,$69.36
605,31,Phone Bill,$0 (This is my last month on my parents' plan — next month it will be $40.)
606,31,Utility Bill,~$45
607,31,Savings,$150
608,32,Occupation,Graphic Designer
609,32,Industry,Real Estate
610,32,Age,25
611,32,Location,"Dallas, TX"
612,32,Salary,"$62,000"
613,32,Paycheck Amount (2x/month),"$1,900"
614,32,Monthly Freelance Income,"~$1,000"
615,32,Rent,"$1,490"
616,32,Student Loan Payment,$0. (My grandparents and parents paid for my tuition.)
617,32,"Health, Vision & Dental Insurance",$100
618,32,HSA,$50. (My company pays the rest.)
619,32,ClassPass,$55
620,32,Utilities,$20
621,32,Internet,$42
622,32,DirectTV Now,$38
623,32,Spotify,$11
624,32,Hulu/Spotify/HBO GO,"$0. (I use my brother's accounts, because he is the best.)"
625,32,Amazon Prime,$0. (I use my parents' account.)
626,32,401(k),$300.
627,32,Savings,"$500-$1,000. (One of my New Year's Resolutions was to double my savings each year. I did it last year, but this year is proving to be a bit harder than I expected.)"
628,32,Brokerage Account,"$100. (I feel really blessed that my family paid for my education, so I opened this account solely for my future children's tuition.)"
629,33,Occupation,Assistant
630,33,Industry,Think Tank
631,33,Age,23
632,33,Location,"Washington, D.C."
633,33,Salary,"$40,000"
634,33,Paycheck Amount (2x/month),"$1,344.62"
635,33,Rent,$850. (I live in a three-bedroom house with two roommates. Only drawback is that my room is a literal shoebox.)
636,33,Student Loan Payment,$286. (I'm on track to finish paying off my loan in 10 years.)
637,33,Health Insurance,$0. (I'm on my parents' plan.)
638,33,Wifi/Cable,$52
639,33,Metro,"$60, taken out of my paycheck pre-tax"
640,33,Water,$26-$35. (D.C. water is PRICEY.)
641,33,Gas,"$25 -$40. (It's been pretty cold, so this has been rough.)"
642,33,Gym Membership,$32
643,33,Bike Share,$8
644,33,Google Storage,$2.09
645,33,Spotify,$10.81
646,33,Netflix,$0. (I mooch off my sister.)
647,33,Amnesty International Donation,$15
648,33,Roth IRA,"I put in $600 every six months. (There's currently $2,400 total in the account.)"
649,34,Occupation,Entrepreneur
650,34,Industry,Hospitality
651,34,Age,26
652,34,Location,"New York, NY"
653,34,Salary,"$115,000"
654,34,Paycheck Amount (Weekly),"$1,160. (Investment income is paid out at the end of the year.)"
655,34,Rent,"$2,175"
656,34,Student Loan Payment,"$0. (I didn't take out any student loans. My parents started a college tuition fund for me when I was very little, which I also added to whenever I made money or received monetary gifts.)"
657,34,MetroCard,"$121, taken out of my paycheck pre-tax"
658,34,Health Insurance,"$433, taken out pre-tax"
659,34,Electricity & Gas,~$70
660,34,Phone,~$58
661,34,Internet,$45
662,34,ICloud Storage,$2.99
663,34,Afar Magazine Subscription,$1.10
664,35,Occupation,Clinical Project Manager
665,35,Industry,Pharmaceuticals
666,35,Age,29
667,35,Location,"Hamburg, Germany"
668,35,Salary,"$65,000"
669,35,Paycheck Amount (Monthly),"$3,300"
670,35,Rent,$682.50 for my half. (I live with my boyfriend in a three-bedroom apartment. We split the rent evenly. Worth every penny.)
671,35,Student Loan Payment,$200
672,35,Transportation Pass,I pay $61 and my employer pays $46
673,35,Health Insurance,"I'm on German statutory insurance. My employer pays 8% of my salary, and I pay 7%."
674,35,Dental Insurance,$25
675,35,Gym Membership,$69
676,35,Netflix,$10
677,35,Phone,$30
678,36,Occupation,Project Manager
679,36,Industry,Urban Development
680,36,Age,29
681,36,Location,"Bentonville, AR"
682,36,Project Manager Salary,"$68,000"
683,36,Paycheck Amount (Weekly),$829.37
684,36,Airbnb Income (Monthly),"~$500. (My boyfriend, B., and I have an attached guest suite in our house that we list on Airbnb.)"
685,36,Rental Duplex Income (Monthly),"$1,500. (I moved to Arkansas from Dallas last year, but I kept my duplex there to rent out instead of selling it.)"
686,36,Mortgage,"$1,149.74, plus $500 extra principal each month."
687,36,Student Loan Payment,$0. (I got a half scholarship and my parents paid the rest of my tuition.)
688,36,Electricity,$230
689,36,Home Insurance,$120.15
690,36,Phone Bill,$87.86
691,36,Wifi,$65.73
692,36,Northwest Arkansas Democrat-Gazette Subscription,$7.95
693,36,Lawn Mowing Service,$27.06
694,36,Coffee Subscription,$22
695,36,Water Bill,"$56 at the Dallas rental, and $52 in Arkansas. (B. pays the latter bill.)"
696,36,HOA fees,$24. (Paid by B.)
697,36,Car Insurance,$74.24
698,36,Savings,$500
699,36,401(k),$566.67
700,36,Democratic Party Of Benton County Donation,$10
701,36,Spotify,$10.81
702,36,HBO Now,$16.11
703,36,Hulu,$8.62
704,36,Blue Apron Subscription,$51.95
705,36,Yoga Membership,$88
706,36,Subscription,$8
707,36,Netflix,$10. (Paid for by B.)
708,37,Occupation,Gaming Analyst
709,37,Industry,Casino/Entertainment
710,37,Age,24
711,37,Location,"Las Vegas, NV"
712,37,Salary,"$50,000"
713,37,Paycheck Amount (Biweekly),"$1,495.36"
714,37,Rent,"$0. (I moved back in with my parents post-college and, fortunately, they don't believe in making me pay rent...yet.)"
715,37,Health Insurance,$0. (I'm on my parents' plan.)
716,37,Student Loan Payment,$350
717,37,Car Loan Payment,$397.25
718,37,Car Insurance,$184.43
719,37,Netflix,$10.99
720,37,ICloud Storage,$2.99
721,37,Gym Membership,$17.95
722,37,401(k),~$57 per paycheck
723,37,Roth IRA,$500
724,37,Savings,"$500-$1,000, based on how much “fun money” I spend per month."
725,38,Occupation,Materials Engineer
726,38,Industry,Government
727,38,Age,29
728,38,Location,"San Diego, CA"
729,38,MySalary,"$108,000"
730,38,Paycheck (Biweekly),"$2,459.70 biweekly"
731,38,My Husband's Salary,"$152,000, plus a $50,000 bonus"
732,38,His Paycheck (Biweekly),"$3,436.75"
733,38,Rent,"$3,500 for our two-bedroom, two-bathroom apartment."
734,38,Student Loan Payments,"$1,200 for mine and my husband's combined. (I only pay $200 per month for mine, but my husband went to an expensive graduate school for his MBA.)"
735,38,Health Insurance,$49.47 per paycheck
736,38,Car Payment,$230 for my car. (My husband's car is paid off.)
737,38,Netflix,$12
738,38,Spotify,$9.99
739,38,Gym Membership,"$50. ($20 for my BBG app, and $30 for my husband's gym.)"
740,38,Utilities & Internet,$250
741,38,Cleaning Service,$214.50
742,38,Dog Walker,"$440. ($22/day, five days per week.)"
743,38,Cell Phone,$186
744,38,My Mom's Long-Term Insurance,$120
745,38,401(k),"$166.26 per paycheck, and my company matches."
746,38,Savings,I put $250 in and he puts in $500 each month but we put the rest of our balance each month in as well.
747,39,Occupation,Media Strategist
748,39,Industry,Public Relations
749,39,Age,27
750,39,Location,"Hoboken, NJ"
751,39,Salary,"$55,000"
752,39,Paycheck Amount (2x/month),"$1,664"
753,39,Rent,"$1,157. (I rent an apartment with two other roommates.)"
754,39,Student Loan Payment,"$0. (Luckily, scholarships and financial aid helped a LOT.)"
755,39,"Medical, Dental & Vision Insurance",$227
756,39,Spotify Premium,$9.99
757,39,Netflix,$11.72
758,39,Car Payment,$260
759,39,Car Insurance,"$0. (Thanks, Mom.)"
760,39,Cell Phone,$0. (Paid by my job.)
761,39,Gym Membership,$109
762,39,Transportation,$0. (Paid for by my job.)
763,39,CD Investment Account,$200
764,39,Personal Savings Account,$200-$400
765,40,Occupation,Social Studies Teacher
766,40,Industry,Education
767,40,Age,23
768,40,Location,"Dubai, United Arab Emirates"
769,40,Salary,"$36,960"
770,40,Paycheck Amount (Monthly),"$3,080"
771,40,Rent,"$0. (Part of my employment contract included housing of up to $20,000 a year. I live in a one-bedroom apartment that, if I was paying rent, would be about $1,660 per month.)"
772,40,Student Loan Payment,"$0. (Thanks, Mom and Dad!)"
773,40,Internet,$105
774,40,Phone,$75
775,40,Utilities & Water,"$150-$200, depending on the month."
776,40,Car Payment (Long Term Lease),"$550, including insurance and all maintenance."
777,40,Credit Card,"$50-$100. I have one card in the U.S. that I'm still paying down. (Thanks, college self and my last trip to the U.S.) I also like keeping an active credit score, so if I ever decide to move back to the States, I'll have a base."
778,40,Netflix,$0. (I use my sister's account.)
779,41,Occupation,Administrator
780,41,Industry,Office Technology
781,41,Age,35
782,41,Location,"Buffalo, NY"
783,41,MySalary,"$36,000"
784,41,My Husband's Salary,"$75,000"
785,41,CombinedPaycheck Amount (Biweekly),"~$3,400. (Sometimes more if my husband gets overtime.)"
786,41,Mortgage,"$1,400"
787,41,Husband's Student Loan Payment,$156
788,41,Car Payment,$300
789,41,Cell Phone,$145. (My company reimburses me $75 of this.)
790,41,Cable & Internet,$160
791,41,Car Insurance,"$185, for two cars"
792,41,Electric & Gas,$140
793,41,My Husband's Gym Membership,$30
794,41,My Barre Studio Membership,$125
795,41,Lowe's Credit Card,"$200 (0% interest credit card for 24 months, from our bathroom remodel.)"
796,41,Netflix,$13.99
797,41,Apple Music,$14.99 for the family plan
798,41,My Son's Drum Lessons,$60 (He has one lesson per week.)
799,41,My Son's Taekwondo Classes,$112 (He goes three to four days a week.)
800,41,"Health, Vision & Dental Insurance","$275, taken out of our paychecks"
801,41,HSA Account,$25 per paycheck
802,41,Dependent Care Flex Spending Account,"$35 per paycheck, pretax. (We use this to pay for summer camp.)"
803,41,401(k),"We both contribute 6%, which is matched by our employers."
804,41,Roth IRA,$200
805,41,Savings,"$1,000-$1,500, depending on overtime and expenses. (We split this between an eFund, new house down payment, and travel accounts.)"
806,41,Water & Garbage,$200/quarter
807,41,Amazon Prime,$99/year
808,42,Occupation,Police Call Taker
809,42,Industry,Emergency Services
810,42,Age,31
811,42,Location,"Melbourne, Australia"
812,42,MySalary,"$42,834 base, plus ~$11,682 for nights, weekends, holidays, and overtime"
813,42,My Paycheck Amount (Biweekly),My maternity leave pay is $615.24
814,42,My Husband's Salary,"$54,091"
815,42,His Paycheck Amount (Biweekly),"$1,506.77"
816,42,Rent,"$1350.44/month. (We rent a two-bedroom, two-bathroom townhouse with a yard for the dog.)"
817,42,Student Loan Payment,"$0. (I paid for university with savings from my high school job, scholarships, and help from my parents.)"
818,42,Superannuation,9.5% of each of our pre-tax salaries
819,42,Phone Bill,$58.41
820,42,Internet,$46.73
821,42,Dropbox,$11.68
822,42,Netflix,$10.90
823,42,Private Health Insurance,$75.54
824,42,Life Insurance,"$301.02 and $186.88, for me and my husband"
825,42,Savings,At least $155.76
826,42,Novated Car Lease Payment,"$350.46. (Taken out of my husband's pay pre-tax, and covers lease, fuel, maintenance, and car washes.)"
827,42,Zoo Annual Membership,$6.93
828,43,Occupation,Program Associate
829,43,Industry,Nonprofit
830,43,Age,25
831,43,Location,"Baltimore, MD"
832,43,Salary,"$44,000"
833,43,Paycheck Amount (2x/month),"$1,241"
834,43,Rent,$775
835,43,Health Insurance,"$115.96, taken out of my paycheck"
836,43,Student Loan Payment,$90
837,43,Phone Bill,"$0. (I'm still on my parent's plan and sometimes attempt to pay them with a check, but they usually rip it up.)"
838,43,"Utilities, Water & Electricity",$55
839,43,Spotify,$9.99
840,43,ZipCar,$7
841,43,Gym,$60
842,43,Planned Parenthood Donation,$10
843,43,Amazon Prime,$49/year (I'm a part-time student.)
844,44,Occupation,Paralegal
845,44,Industry,Law
846,44,Age,25
847,44,Location,"Atlanta, GA"
848,44,Salary,"$46,000"
849,44,Paycheck Amount (Weekly),$688
850,44,Freelance Income (Monthly),"$1,000"
851,44,Rent,$400. (I live in a house with two other roommates.)
852,44,Health Insurance,$0. (I'm on my parents' insurance.)
853,44,"Gas, Electric & Internet",$180
854,44,Car Insurance,$186
855,44,IRS Tax Payment For 2016,$250
856,44,Credit Card,"$300. (I have about $9,000 in credit card debt.)"
857,44,Roth IRA,I try to contribute between $20-$50.
858,45,Occupation,Marketing Coordinator
859,45,Industry,Food and Beverage
860,45,Age,25
861,45,Location,"Los Angeles, CA"
862,45,Salary,"$46,000"
863,45,Paycheck Amount (Biweekly),"$1,430"
864,45,Rent,$780. (I live in a two-bedroom/one-bathroom apartment with one roommate. I realize this rent is INSANE for L.A.)
865,45,tudent Loan Payment,$80
866,45,Car Lease Payment,$210
867,45,Credit Card Debt,$120 (Not proud of this...)
868,45,Health Insurance,$0. (My parents cover my health insurance. Thank goodness.)
869,45,Hulu Subscription,$8
870,45,Spotify,$11
871,45,Ipsy Subscription,$10
872,45,ClassPass,$40-$115. (Depending on the month. I'll usually go for the $40 plan and then I'll bump it to a bigger plan mid-month if it's financially feasible.)
873,45,MoviePass,$10
874,45,Savings,~$300. ($300 is a baseline. I'm trying to save for grad school wherever I can.)
875,46,Occupation,Social Media Assistant
876,46,Industry,Auctions
877,46,Age,22
878,46,Location,"Dallas, TX"
879,46,Salary,"$45,000 plus up to $4,000 bonus"
880,46,Paycheck Amount (2x/month),"$1,400"
881,46,Rent,$0 (I live with the parents.)
882,46,Student Loan Payment,"$1,353 (I took out student loans, for which I pay $203/month. My parents took out parent-plus loans under their name for my education, and I'm paying them back at $1,150/month.)"
883,46,Creative Cloud,$19.99 (I'm still on the student plan.)
884,46,Apple Music,"$4.99 (I'm still on the student plan for this, too.)"
885,46,Cell Phone,"$0 (Thanks, Mom and Dad!)"
886,46,Car Payment/Insurance,"$0 (Once again, thank you to my parents!)"
887,46,Health Insurance,$0 (I'll be on my parents plan for as long as I can be.)
888,46,Savings,$100-$200 (This will be a lot higher once my credit card is paid off.)
889,46,Credit Card,"$500 (I have about $1,500 left to pay off from dumb decisions I made when I went to college in New York.)"
890,46,Patreon,"$30 (I support a podcast that I love; it's the highest tier and slightly pricey, but I think the two hosts deserve it!)"
891,46,Charity,"$100-$200 (Whatever money I make from sales of my self-published book goes straight to either Planned Parenthood, End the Backlog, or whatever charity I'm feeling at the time!)"
892,46,Hulu,$7.99
893,46,Netflix,$0 (I use my parents' family plan.)
894,46,Gym Membership,$15
895,47,Occupation,Graphic Design & Marketing
896,47,Industry,Weddings
897,47,Age,28
898,47,Location,"Seattle, WA"
