title,value,diary_index
Salary,"$115,000",34
Paycheck Amount (Weekly),"$1,160. (Investment income is paid out at the end of the year.)",34
Rent,"$2,175",34
Student Loan Payment,"$0. (I didn't take out any student loans. My parents started a college tuition fund for me when I was very little, which I also added to whenever I made money or received monetary gifts.)",34
MetroCard,"$121, taken out of my paycheck pre-tax",34
Health Insurance,"$433, taken out pre-tax",34
Electricity & Gas,~$70,34
Phone,~$58,34
Internet,$45,34
ICloud Storage,$2.99,34
Afar Magazine Subscription,$1.10,34
Occupation,Clinical Project Manager,35
Industry,Pharmaceuticals,35
Age,29,35
Location,"Hamburg, Germany",35
Salary,"$65,000",35
Paycheck Amount (Monthly),"$3,300",35
Rent,$682.50 for my half. (I live with my boyfriend in a three-bedroom apartment. We split the rent evenly. Worth every penny.),35
Student Loan Payment,$200,35
Transportation Pass,I pay $61 and my employer pays $46,35
Health Insurance,"I'm on German statutory insurance. My employer pays 8% of my salary, and I pay 7%.",35
Dental Insurance,$25,35
Gym Membership,$69,35
Netflix,$10,35
Phone,$30,35
Occupation,Project Manager,36
Industry,Urban Development,36
Age,29,36
Location,"Bentonville, AR",36
Project Manager Salary,"$68,000",36
Paycheck Amount (Weekly),$829.37,36
Airbnb Income (Monthly),"~$500. (My boyfriend, B., and I have an attached guest suite in our house that we list on Airbnb.)",36
Rental Duplex Income (Monthly),"$1,500. (I moved to Arkansas from Dallas last year, but I kept my duplex there to rent out instead of selling it.)",36
Mortgage,"$1,149.74, plus $500 extra principal each month.",36
Student Loan Payment,$0. (I got a half scholarship and my parents paid the rest of my tuition.),36
Electricity,$230,36
Home Insurance,$120.15,36
Phone Bill,$87.86,36
Wifi,$65.73,36
Northwest Arkansas Democrat-Gazette Subscription,$7.95,36
Lawn Mowing Service,$27.06,36
Coffee Subscription,$22,36
Water Bill,"$56 at the Dallas rental, and $52 in Arkansas. (B. pays the latter bill.)",36
HOA fees,$24. (Paid by B.),36
Car Insurance,$74.24,36
Savings,$500,36
401(k),$566.67,36
Democratic Party Of Benton County Donation,$10,36
Spotify,$10.81,36
HBO Now,$16.11,36
Hulu,$8.62,36
Blue Apron Subscription,$51.95,36
Yoga Membership,$88,36
Subscription,$8,36
Netflix,$10. (Paid for by B.),36
Occupation,Gaming Analyst,37
Industry,Casino/Entertainment,37
Age,24,37
Location,"Las Vegas, NV",37
Salary,"$50,000",37
Paycheck Amount (Biweekly),"$1,495.36",37
Rent,"$0. (I moved back in with my parents post-college and, fortunately, they don't believe in making me pay rent...yet.)",37
Health Insurance,$0. (I'm on my parents' plan.),37
Student Loan Payment,$350,37
Car Loan Payment,$397.25,37
Car Insurance,$184.43,37
Netflix,$10.99,37
ICloud Storage,$2.99,37
Gym Membership,$17.95,37
401(k),~$57 per paycheck,37
Roth IRA,$500,37
Savings,"$500-$1,000, based on how much “fun money” I spend per month.",37
Occupation,Materials Engineer,38
Industry,Government,38
Age,29,38
Location,"San Diego, CA",38
MySalary,"$108,000",38
Paycheck (Biweekly),"$2,459.70 biweekly",38
My Husband's Salary,"$152,000, plus a $50,000 bonus",38
His Paycheck (Biweekly),"$3,436.75",38
Rent,"$3,500 for our two-bedroom, two-bathroom apartment.",38
Student Loan Payments,"$1,200 for mine and my husband's combined. (I only pay $200 per month for mine, but my husband went to an expensive graduate school for his MBA.)",38
Health Insurance,$49.47 per paycheck,38
Car Payment,$230 for my car. (My husband's car is paid off.),38
Netflix,$12,38
Spotify,$9.99,38
Gym Membership,"$50. ($20 for my BBG app, and $30 for my husband's gym.)",38
Utilities & Internet,$250,38
Cleaning Service,$214.50,38
Dog Walker,"$440. ($22/day, five days per week.)",38
Cell Phone,$186,38
My Mom's Long-Term Insurance,$120,38
401(k),"$166.26 per paycheck, and my company matches.",38
Savings,I put $250 in and he puts in $500 each month but we put the rest of our balance each month in as well.,38
Occupation,Media Strategist,39
Industry,Public Relations,39
Age,27,39
Location,"Hoboken, NJ",39
Salary,"$55,000",39
Paycheck Amount (2x/month),"$1,664",39
Rent,"$1,157. (I rent an apartment with two other roommates.)",39
Student Loan Payment,"$0. (Luckily, scholarships and financial aid helped a LOT.)",39
"Medical, Dental & Vision Insurance",$227,39
Spotify Premium,$9.99,39
Netflix,$11.72,39
Car Payment,$260,39
Car Insurance,"$0. (Thanks, Mom.)",39
Cell Phone,$0. (Paid by my job.),39
Gym Membership,$109,39
Transportation,$0. (Paid for by my job.),39
CD Investment Account,$200,39
Personal Savings Account,$200-$400,39
Occupation,Social Studies Teacher,40
Industry,Education,40
Age,23,40
Location,"Dubai, United Arab Emirates",40
Salary,"$36,960",40
Paycheck Amount (Monthly),"$3,080",40
Rent,"$0. (Part of my employment contract included housing of up to $20,000 a year. I live in a one-bedroom apartment that, if I was paying rent, would be about $1,660 per month.)",40
Student Loan Payment,"$0. (Thanks, Mom and Dad!)",40
Internet,$105,40
Phone,$75,40
Utilities & Water,"$150-$200, depending on the month.",40
Car Payment (Long Term Lease),"$550, including insurance and all maintenance.",40
Credit Card,"$50-$100. I have one card in the U.S. that I'm still paying down. (Thanks, college self and my last trip to the U.S.) I also like keeping an active credit score, so if I ever decide to move back to the States, I'll have a base.",40
Netflix,$0. (I use my sister's account.),40
Occupation,Administrator,41
Industry,Office Technology,41
Age,35,41
Location,"Buffalo, NY",41
MySalary,"$36,000",41
My Husband's Salary,"$75,000",41
CombinedPaycheck Amount (Biweekly),"~$3,400. (Sometimes more if my husband gets overtime.)",41
Mortgage,"$1,400",41
Husband's Student Loan Payment,$156,41
Car Payment,$300,41
Cell Phone,$145. (My company reimburses me $75 of this.),41
Cable & Internet,$160,41
Car Insurance,"$185, for two cars",41
Electric & Gas,$140,41
My Husband's Gym Membership,$30,41
My Barre Studio Membership,$125,41
Lowe's Credit Card,"$200 (0% interest credit card for 24 months, from our bathroom remodel.)",41
Netflix,$13.99,41
Apple Music,$14.99 for the family plan,41
My Son's Drum Lessons,$60 (He has one lesson per week.),41
My Son's Taekwondo Classes,$112 (He goes three to four days a week.),41
"Health, Vision & Dental Insurance","$275, taken out of our paychecks",41
HSA Account,$25 per paycheck,41
Dependent Care Flex Spending Account,"$35 per paycheck, pretax. (We use this to pay for summer camp.)",41
401(k),"We both contribute 6%, which is matched by our employers.",41
Roth IRA,$200,41
Savings,"$1,000-$1,500, depending on overtime and expenses. (We split this between an eFund, new house down payment, and travel accounts.)",41
Water & Garbage,$200/quarter,41
Amazon Prime,$99/year,41
Occupation,Police Call Taker,42
Industry,Emergency Services,42
Age,31,42
Location,"Melbourne, Australia",42
MySalary,"$42,834 base, plus ~$11,682 for nights, weekends, holidays, and overtime",42
My Paycheck Amount (Biweekly),My maternity leave pay is $615.24,42
My Husband's Salary,"$54,091",42
His Paycheck Amount (Biweekly),"$1,506.77",42
Rent,"$1350.44/month. (We rent a two-bedroom, two-bathroom townhouse with a yard for the dog.)",42
Student Loan Payment,"$0. (I paid for university with savings from my high school job, scholarships, and help from my parents.)",42
Superannuation,9.5% of each of our pre-tax salaries,42
Phone Bill,$58.41,42
Internet,$46.73,42
Dropbox,$11.68,42
Netflix,$10.90,42
Private Health Insurance,$75.54,42
Life Insurance,"$301.02 and $186.88, for me and my husband",42
Savings,At least $155.76,42
Novated Car Lease Payment,"$350.46. (Taken out of my husband's pay pre-tax, and covers lease, fuel, maintenance, and car washes.)",42
Zoo Annual Membership,$6.93,42
Occupation,Program Associate,43
Industry,Nonprofit,43
Age,25,43
Location,"Baltimore, MD",43
Salary,"$44,000",43
Paycheck Amount (2x/month),"$1,241",43
Rent,$775,43
Health Insurance,"$115.96, taken out of my paycheck",43
Student Loan Payment,$90,43
Phone Bill,"$0. (I'm still on my parent's plan and sometimes attempt to pay them with a check, but they usually rip it up.)",43
"Utilities, Water & Electricity",$55,43
Spotify,$9.99,43
ZipCar,$7,43
Gym,$60,43
Planned Parenthood Donation,$10,43
Amazon Prime,$49/year (I'm a part-time student.),43
Occupation,Paralegal,44
Industry,Law,44
Age,25,44
Location,"Atlanta, GA",44
Salary,"$46,000",44
Paycheck Amount (Weekly),$688,44
Freelance Income (Monthly),"$1,000",44
Rent,$400. (I live in a house with two other roommates.),44
Health Insurance,$0. (I'm on my parents' insurance.),44
"Gas, Electric & Internet",$180,44
Car Insurance,$186,44
IRS Tax Payment For 2016,$250,44
Credit Card,"$300. (I have about $9,000 in credit card debt.)",44
Roth IRA,I try to contribute between $20-$50.,44
Occupation,Marketing Coordinator,45
Industry,Food and Beverage,45
Age,25,45
Location,"Los Angeles, CA",45
Salary,"$46,000",45
Paycheck Amount (Biweekly),"$1,430",45
Rent,$780. (I live in a two-bedroom/one-bathroom apartment with one roommate. I realize this rent is INSANE for L.A.),45
tudent Loan Payment,$80,45
Car Lease Payment,$210,45
Credit Card Debt,$120 (Not proud of this...),45
Health Insurance,$0. (My parents cover my health insurance. Thank goodness.),45
Hulu Subscription,$8,45
Spotify,$11,45
Ipsy Subscription,$10,45
ClassPass,$40-$115. (Depending on the month. I'll usually go for the $40 plan and then I'll bump it to a bigger plan mid-month if it's financially feasible.),45
MoviePass,$10,45
Savings,~$300. ($300 is a baseline. I'm trying to save for grad school wherever I can.),45
Occupation,Social Media Assistant,46
Industry,Auctions,46
Age,22,46
Location,"Dallas, TX",46
Salary,"$45,000 plus up to $4,000 bonus",46
Paycheck Amount (2x/month),"$1,400",46
Rent,$0 (I live with the parents.),46
Student Loan Payment,"$1,353 (I took out student loans, for which I pay $203/month. My parents took out parent-plus loans under their name for my education, and I'm paying them back at $1,150/month.)",46
Creative Cloud,$19.99 (I'm still on the student plan.),46
Apple Music,"$4.99 (I'm still on the student plan for this, too.)",46
Cell Phone,"$0 (Thanks, Mom and Dad!)",46
Car Payment/Insurance,"$0 (Once again, thank you to my parents!)",46
Health Insurance,$0 (I'll be on my parents plan for as long as I can be.),46
Savings,$100-$200 (This will be a lot higher once my credit card is paid off.),46
Credit Card,"$500 (I have about $1,500 left to pay off from dumb decisions I made when I went to college in New York.)",46
Patreon,"$30 (I support a podcast that I love; it's the highest tier and slightly pricey, but I think the two hosts deserve it!)",46
Charity,"$100-$200 (Whatever money I make from sales of my self-published book goes straight to either Planned Parenthood, End the Backlog, or whatever charity I'm feeling at the time!)",46
Hulu,$7.99,46
Netflix,$0 (I use my parents' family plan.),46
Gym Membership,$15,46
Occupation,Graphic Design & Marketing,47
Industry,Weddings,47
Age,28,47
Location,"Seattle, WA",47
Salary,"$52,000, plus annual bonus",47
Paycheck Amount (Biweekly),"$1,479",47
My Boyfriend's Salary,"$57,000",47
My Boyfriend's Paycheck Amount (2x/month),"$1,760",47
Rent,$995 (for my half),47
Student Loan Payments,$0 (I was very fortunate that my parents paid for college.),47
Health Insurance,$105 (deducted from paycheck),47
401(k),$200 (Deducted from my paycheck; my work contributes another $160),47
Orange Theory Unlimited Membership,"$186 (I know it's pricey, but it's worth it to me to pay for a studio that makes me want to work out three-to-four times per week.)",47
Phone,$52,47
Spotify,$9.99,47
Savings,"$300-$500 (Plus, I have a mutual fund that my grandparents started for me when I was born, which is currently at about $50,000. I'm continuing to let it grow and will eventually use it toward a down payment.)",47
Utilities,~$90-120,47
Sling TV/Hulu/HBO,$73,47
Netflix,$0 (We use my mom's account.),47
Internet,"$11 (I work from home, so work covers $60.)",47
Pet Insurance,$50 (And so worth it),47
Shared Slush Fund,$200-$250,47
Car Insurance,"$200, quarterly, which we split. (We share a car.)",47
Occupation,Senior Accountant,48
Industry,Tech,48
Age,29,48
Location,"Charlotte, NC",48
My Salary,"$80,500 plus $4,000 annual bonus",48
MyHusband's Salary,"$85,000 plus a variable bonus",48
Combined Paycheck (Biweekly),"~$4,460",48
Mortgage,"$2,140. (We pay off a few hundred dollars more than the minimum payment each month. At this rate, we'll shave 12 years off of our 30-year mortgage.)",48
Student Loan Payments,"$0. (My parents paid for most of my education, and I worked to cover the rest. We paid off my husband's loans.)",48
Car Lease,"$205 for my car. (My husband paid his car off before we met. We are actively shopping to replace my car with a larger SUV, so the payments will go up soon.)",48
Health Insurance,$0. (Paid in full by my husband's employer.),48
Netflix,$12,48
Monthly Parking,$100 for my husband's parking space,48
Cable & Internet,$180,48
Gas & Electric,$250. (It's much higher in the summer when we run the central air.),48
Water,$38,48
Cell Phone,$160,48
Savings,"$500-$2,000. (This varies based on the month's expenses. I keep a certain balance in our checking account, and I transfer anything over that at the end of the month. We used to save much more aggressively before our son was born and we had to pay for diapers and daycare.)",48
Daycare,$309/week,48
Occupation,Project Writer,49
Industry,Data Management,49
Age,27,49
Location,"Dallas, TX",49
Salary,"$66,000",49
Paycheck (Biweekly),"$1,928.93",49
Rent,"$1,279. (I live in a one-bedroom, one-bathroom apartment with my dog. My total rent includes $10 pet rent.)",49
Student Loan Payment,"$0. (I had a partial scholarship for undergrad, and grad school was free, thanks to grants.)",49
Dental Insurance,$17.54,49
Vision Insurance,$4.62,49
401(k),$126.92,49
Disability & Life Insurance Benefits,$39.20,49
Therapy,"$250. (I go twice a month for anxiety, depression, and Asperger's syndrome.)",49
Health Insurance,$0. (I got permission to stay on my mom's far superior health insurance until I can afford my medications.),49
"Water, Trash & Exterminator Fees",$50-$60,49
Electricity,$30-$60,49
Car & Renter's Insurance,$110.66,49
Cell Phone,$100. (I pay my parents because I'm on their plan.),49
Internet,$81.64,49
Pet Insurance,$72.82 for my cat and dog,49
Dollar Shave Club,$6,49
Remote Personal Training,$110. (My trainer gives me 3x/week programs that I do by myself.),49
